Selection,Features,Classifier,Param1,Param2,Param3,Param4,Param5,Accuracy,Var
mutual_info_classif,85,Perceptron,l2,0.0001,TRUE,0.01,balanced,0.833104875,0.003886279
chi2,115,Perceptron,l1,0.0001,FALSE,0.01,balanced,0.833038742,0.000785223
f_classif,85,SVM,Polynomial,0.801818182,9,-1.666666667,,0.83303273,0.000386393
f_classif,85,SVM,Polynomial,0.812727273,9,-1.666666667,,0.83303273,0.000386393
f_classif,85,SVM,Polynomial,0.823636364,9,-1.666666667,,0.83303273,0.000386393
f_classif,85,SVM,Polynomial,0.834545455,9,-1.666666667,,0.83303273,0.000386393
chi2,187,SVM,Polynomial,0.78,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.790909091,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.801818182,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.812727273,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.823636364,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.834545455,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.845454545,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.856363636,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.867272727,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.878181818,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.889090909,9,-2.333333333,,0.833014694,8.08E-05
chi2,187,SVM,Polynomial,0.9,9,-2.333333333,,0.833014694,8.08E-05
chi2,85,SVM,Polynomial,0.78,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.790909091,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.801818182,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.812727273,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.823636364,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.834545455,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.845454545,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.856363636,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.867272727,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.878181818,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.889090909,11,-3,,0.832996657,1.48E-05
chi2,85,SVM,Polynomial,0.9,11,-3,,0.832996657,1.48E-05
f_classif,70,SVM,Polynomial,0.78,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.78,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.790909091,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.790909091,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.801818182,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.801818182,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.812727273,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.812727273,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.823636364,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.823636364,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.834545455,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.834545455,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.845454545,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.845454545,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.856363636,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.856363636,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.867272727,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.867272727,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.878181818,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.878181818,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.889090909,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.889090909,11,-2.333333333,,0.832990645,0.000393408
f_classif,70,SVM,Polynomial,0.9,9,-2.333333333,,0.832990645,0.000303767
f_classif,70,SVM,Polynomial,0.9,11,-2.333333333,,0.832990645,0.000393408
chi2,98,SVM,Polynomial,0.878181818,9,-1.666666667,,0.832990645,1.69E-05
chi2,98,SVM,Polynomial,0.889090909,9,-1.666666667,,0.832990645,1.69E-05
chi2,98,SVM,Polynomial,0.9,9,-1.666666667,,0.832990645,1.69E-05
chi2,140,SVM,Polynomial,0.78,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.790909091,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.801818182,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.812727273,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.823636364,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.834545455,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.845454545,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.856363636,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.867272727,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.878181818,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.889090909,11,-2.333333333,,0.832990645,0.000106556
chi2,140,SVM,Polynomial,0.9,11,-2.333333333,,0.832990645,0.000106556
chi2,50,SVM,Polynomial,0.78,7,-1.666666667,,0.832984633,4.30E-05
chi2,50,SVM,Polynomial,0.790909091,7,-1.666666667,,0.832984633,4.30E-05
chi2,50,SVM,Polynomial,0.801818182,7,-1.666666667,,0.832984633,4.30E-05
chi2,50,SVM,Polynomial,0.812727273,7,-1.666666667,,0.832984633,4.30E-05
chi2,50,SVM,Polynomial,0.823636364,7,-1.666666667,,0.832984633,4.30E-05
chi2,50,SVM,Polynomial,0.834545455,7,-1.666666667,,0.832984633,4.30E-05
f_classif,98,Perceptron,l1,1.00E-05,FALSE,0.01,,0.832798259,0.005141218
f_classif,98,Perceptron,l2,0.01,TRUE,0.01,,0.832100859,0.004858692
f_classif,85,SVM,Polynomial,0.845454545,9,-1.666666667,,0.832028714,0.000355548
f_classif,85,SVM,Polynomial,0.856363636,9,-1.666666667,,0.832028714,0.000355548
f_classif,85,SVM,Polynomial,0.867272727,9,-1.666666667,,0.832028714,0.000355548
f_classif,85,SVM,Polynomial,0.878181818,9,-1.666666667,,0.832028714,0.000355548
f_classif,85,SVM,Polynomial,0.889090909,9,-1.666666667,,0.832028714,0.000355548
f_classif,85,SVM,Polynomial,0.9,9,-1.666666667,,0.832028714,0.000355548
chi2,115,Perceptron,l1,1.00E-06,TRUE,1.00E-07,balanced,0.832028714,0.000439213
chi2,115,Perceptron,l1,1.00E-06,TRUE,1.00E-06,balanced,0.832028714,0.000439213
chi2,115,Perceptron,l1,1.00E-06,TRUE,1.00E-05,balanced,0.832028714,0.000439213
chi2,115,Perceptron,l1,1.00E-06,TRUE,0.0001,balanced,0.832028714,0.000439213
chi2,115,Perceptron,l1,1.00E-06,TRUE,0.001,balanced,0.832028714,0.000439213
chi2,115,Perceptron,l1,1.00E-06,TRUE,0.01,balanced,0.832028714,0.000439213
mutual_info_classif,115,SVM,Polynomial,0.78,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.790909091,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.801818182,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.812727273,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.823636364,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.834545455,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.845454545,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.856363636,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.867272727,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.878181818,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.889090909,9,-3,,0.83201669,0.000108024
mutual_info_classif,115,SVM,Polynomial,0.9,9,-3,,0.83201669,0.000108024
f_classif,98,SVM,Polynomial,0.78,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.790909091,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.801818182,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.812727273,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.823636364,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.834545455,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.845454545,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.856363636,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.867272727,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.878181818,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.889090909,11,-1.666666667,,0.832010677,0.000109868
f_classif,98,SVM,Polynomial,0.9,11,-1.666666667,,0.832010677,0.000109868
mutual_info_classif,98,SVM,Polynomial,0.78,9,-1.666666667,,0.831998653,2.27E-07
mutual_info_classif,98,SVM,Polynomial,0.790909091,9,-1.666666667,,0.831998653,2.27E-07
mutual_info_classif,98,SVM,Polynomial,0.801818182,9,-1.666666667,,0.831998653,2.27E-07
mutual_info_classif,98,SVM,Polynomial,0.812727273,9,-1.666666667,,0.831998653,2.27E-07
mutual_info_classif,98,SVM,Polynomial,0.823636364,9,-1.666666667,,0.831998653,2.27E-07
chi2,85,SVM,Polynomial,0.9,9,-1.666666667,,0.831992641,8.00E-05
chi2,50,SVM,Polynomial,0.845454545,7,-1.666666667,,0.831986629,2.83E-05
chi2,50,SVM,Polynomial,0.856363636,7,-1.666666667,,0.831986629,2.83E-05
chi2,50,SVM,Polynomial,0.867272727,7,-1.666666667,,0.831986629,2.83E-05
chi2,50,SVM,Polynomial,0.878181818,7,-1.666666667,,0.831986629,2.83E-05
chi2,50,SVM,Polynomial,0.889090909,7,-1.666666667,,0.831986629,2.83E-05
chi2,50,SVM,Polynomial,0.9,7,-1.666666667,,0.831986629,2.83E-05
f_classif,187,Perceptron,l2,0.01,TRUE,1.00E-07,balanced,0.831926508,0.000681102
f_classif,187,Perceptron,l2,0.01,TRUE,1.00E-06,balanced,0.831926508,0.000681102
f_classif,187,Perceptron,l2,0.01,TRUE,1.00E-05,balanced,0.831926508,0.000681102
f_classif,187,Perceptron,l2,0.01,TRUE,0.0001,balanced,0.831926508,0.000681102
f_classif,187,Perceptron,l2,0.01,TRUE,0.001,balanced,0.831926508,0.000681102
f_classif,187,Perceptron,l2,0.01,TRUE,0.01,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,1.00E-07,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,1.00E-06,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,1.00E-05,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,0.0001,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,0.001,balanced,0.831926508,0.000681102
mutual_info_classif,187,Perceptron,l2,0.01,TRUE,0.01,balanced,0.831926508,0.000681102
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-07,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-06,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-05,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-07,FALSE,0.0001,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-07,FALSE,0.001,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-07,FALSE,0.01,balanced,0.8318724,0.002574568
chi2,85,Perceptron,l1,1.00E-06,FALSE,1.00E-07,balanced,0.8318724,0.002108434
chi2,85,Perceptron,l1,1.00E-06,FALSE,1.00E-06,balanced,0.8318724,0.002108434
chi2,85,Perceptron,l1,1.00E-06,FALSE,1.00E-05,balanced,0.8318724,0.002108434
chi2,85,Perceptron,l1,1.00E-06,FALSE,0.0001,balanced,0.8318724,0.002108434
chi2,85,Perceptron,l1,1.00E-06,FALSE,0.001,balanced,0.8318724,0.002108434
chi2,85,Perceptron,l1,1.00E-06,FALSE,0.01,balanced,0.8318724,0.002108434
chi2,140,Perceptron,None,1.00E-07,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-07,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-07,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-07,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-07,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-07,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-06,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,1.00E-05,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.0001,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.001,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,None,0.01,TRUE,0.01,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,1.00E-07,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,1.00E-06,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,1.00E-05,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,0.0001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,0.001,balanced,0.831078806,0.01082208
chi2,140,Perceptron,l1,1.00E-07,TRUE,0.01,balanced,0.831078806,0.01082208
f_classif,85,SVM,Polynomial,0.78,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.790909091,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.801818182,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.812727273,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.823636364,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.834545455,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.845454545,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.856363636,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.867272727,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.878181818,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.889090909,11,-2.333333333,,0.831024698,0.0004124
f_classif,85,SVM,Polynomial,0.9,11,-2.333333333,,0.831024698,0.0004124
chi2,85,SVM,Polynomial,0.78,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.790909091,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.801818182,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.812727273,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.823636364,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.834545455,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.845454545,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.856363636,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.867272727,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.878181818,9,-1.666666667,,0.830994637,9.92E-05
chi2,85,SVM,Polynomial,0.889090909,9,-1.666666667,,0.830994637,9.92E-05
mutual_info_classif,98,SVM,Polynomial,0.834545455,9,-1.666666667,,0.830994637,3.59E-06
mutual_info_classif,98,SVM,Polynomial,0.845454545,9,-1.666666667,,0.830994637,3.59E-06
mutual_info_classif,98,SVM,Polynomial,0.856363636,9,-1.666666667,,0.830994637,3.59E-06
f_classif,140,SVM,Polynomial,0.78,11,-2.333333333,,0.830994637,2.75E-05
f_classif,140,SVM,Polynomial,0.823636364,11,-2.333333333,,0.830994637,2.75E-05
f_classif,140,SVM,Polynomial,0.856363636,11,-2.333333333,,0.830994637,2.75E-05
f_classif,140,SVM,Polynomial,0.878181818,11,-2.333333333,,0.830994637,2.75E-05
f_classif,140,SVM,Polynomial,0.889090909,11,-2.333333333,,0.830994637,2.75E-05
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-07,balanced,0.830946541,0.004397062
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-06,balanced,0.830946541,0.004397062
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-05,balanced,0.830946541,0.004397062
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,0.0001,balanced,0.830946541,0.004397062
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,0.001,balanced,0.830946541,0.004397062
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,0.01,balanced,0.830946541,0.004397062
f_classif,85,Perceptron,None,1.00E-07,FALSE,0.01,,0.830922492,0.002095545
f_classif,85,Perceptron,None,1.00E-06,FALSE,0.01,,0.830922492,0.002095545
f_classif,85,Perceptron,None,1.00E-05,FALSE,0.01,,0.830922492,0.002095545
f_classif,85,Perceptron,None,0.0001,FALSE,0.01,,0.830922492,0.002095545
f_classif,85,Perceptron,None,0.001,FALSE,0.01,,0.830922492,0.002095545
f_classif,85,Perceptron,None,0.01,FALSE,0.01,,0.830922492,0.002095545
f_classif,115,Perceptron,l1,1.00E-06,FALSE,1.00E-07,,0.830688022,0.012167813
f_classif,115,Perceptron,l1,1.00E-06,FALSE,1.00E-06,,0.830688022,0.012167813
f_classif,115,Perceptron,l1,1.00E-06,FALSE,1.00E-05,,0.830688022,0.012167813
f_classif,115,Perceptron,l1,1.00E-06,FALSE,0.0001,,0.830688022,0.012167813
f_classif,115,Perceptron,l1,1.00E-06,FALSE,0.001,,0.830688022,0.012167813
f_classif,115,Perceptron,l1,1.00E-06,FALSE,0.01,,0.830688022,0.012167813
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-07,balanced,0.830080802,0.001355466
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-06,balanced,0.830080802,0.001355466
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-05,balanced,0.830080802,0.001355466
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,0.0001,balanced,0.830080802,0.001355466
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,0.001,balanced,0.830080802,0.001355466
mutual_info_classif,98,Perceptron,l2,1.00E-06,FALSE,0.01,balanced,0.830080802,0.001355466
chi2,140,Perceptron,l2,1.00E-07,TRUE,1.00E-07,balanced,0.83007479,0.010744973
chi2,140,Perceptron,l2,1.00E-07,TRUE,1.00E-06,balanced,0.83007479,0.010744973
chi2,140,Perceptron,l2,1.00E-07,TRUE,1.00E-05,balanced,0.83007479,0.010744973
chi2,140,Perceptron,l2,1.00E-07,TRUE,0.0001,balanced,0.83007479,0.010744973
chi2,140,Perceptron,l2,1.00E-07,TRUE,0.001,balanced,0.83007479,0.010744973
chi2,140,Perceptron,l2,1.00E-07,TRUE,0.01,balanced,0.83007479,0.010744973
f_classif,140,Perceptron,l2,0.001,TRUE,0.01,balanced,0.830014669,5.08E-05
mutual_info_classif,98,SVM,Polynomial,0.867272727,9,-1.666666667,,0.829996633,2.91E-06
mutual_info_classif,98,SVM,Polynomial,0.878181818,9,-1.666666667,,0.829996633,2.91E-06
mutual_info_classif,98,SVM,Polynomial,0.889090909,9,-1.666666667,,0.829996633,2.91E-06
mutual_info_classif,98,SVM,Polynomial,0.9,9,-1.666666667,,0.829996633,2.91E-06
f_classif,70,SVM,Polynomial,0.78,9,-1.666666667,,0.829990621,0.000106612
f_classif,70,SVM,Polynomial,0.790909091,9,-1.666666667,,0.829990621,0.000106612
f_classif,70,SVM,Polynomial,0.801818182,9,-1.666666667,,0.829990621,0.000106612
f_classif,70,SVM,Polynomial,0.812727273,9,-1.666666667,,0.829990621,0.000160397
chi2,85,SVM,Polynomial,0.78,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.790909091,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.801818182,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.812727273,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.823636364,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.834545455,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.845454545,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.856363636,9,-2.333333333,,0.829984609,4.31E-05
chi2,85,SVM,Polynomial,0.867272727,9,-2.333333333,,0.829984609,4.31E-05
chi2,50,Perceptron,None,1.00E-07,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,None,1.00E-06,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,None,1.00E-05,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,None,0.0001,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,None,0.001,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,None,0.01,FALSE,0.01,,0.829690018,0.01201114
chi2,50,Perceptron,l2,1.00E-07,FALSE,0.01,,0.829690018,0.01201114
f_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-07,balanced,0.829130895,0.009886671
f_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-06,balanced,0.829130895,0.009886671
f_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-05,balanced,0.829130895,0.009886671
f_classif,187,Perceptron,l2,0.0001,TRUE,0.0001,balanced,0.829130895,0.009886671
f_classif,187,Perceptron,l2,0.0001,TRUE,0.001,balanced,0.829130895,0.009886671
f_classif,187,Perceptron,l2,0.0001,TRUE,0.01,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-07,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-06,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,1.00E-05,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,0.0001,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,0.001,balanced,0.829130895,0.009886671
mutual_info_classif,187,Perceptron,l2,0.0001,TRUE,0.01,balanced,0.829130895,0.009886671
chi2,50,Perceptron,l2,1.00E-05,TRUE,0.01,balanced,0.829106847,0.001911085
chi2,140,Perceptron,l2,0.001,FALSE,1.00E-07,,0.829106847,0.009608265
chi2,140,Perceptron,l2,0.001,FALSE,1.00E-06,,0.829106847,0.009608265
chi2,140,Perceptron,l2,0.001,FALSE,1.00E-05,,0.829106847,0.009608265
chi2,140,Perceptron,l2,0.001,FALSE,0.0001,,0.829106847,0.009608265
chi2,140,Perceptron,l2,0.001,FALSE,0.001,,0.829106847,0.009608265
f_classif,140,Perceptron,l1,0.001,TRUE,1.00E-07,balanced,0.82902869,0.004299583
f_classif,140,Perceptron,l1,0.001,TRUE,1.00E-06,balanced,0.82902869,0.004299583
f_classif,140,Perceptron,l1,0.001,TRUE,1.00E-05,balanced,0.82902869,0.004299583
f_classif,140,Perceptron,l1,0.001,TRUE,0.0001,balanced,0.82902869,0.004299583
f_classif,140,Perceptron,l1,0.001,TRUE,0.001,balanced,0.82902869,0.004299583
mutual_info_classif,115,SVM,Polynomial,0.801818182,9,-1.666666667,,0.829010653,6.80E-05
mutual_info_classif,115,SVM,Polynomial,0.812727273,9,-1.666666667,,0.829010653,6.80E-05
mutual_info_classif,115,SVM,Polynomial,0.823636364,9,-1.666666667,,0.829010653,6.80E-05
