Selection,Features,Classifier,Param1,Param2,Param3,Param4,Param5,Accuracy,Var
chi2,70,Perceptron,None,1.00E-05,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-05,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-05,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-05,TRUE,0.001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.0001,TRUE,1.00E-07,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.0001,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.0001,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.0001,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.0001,TRUE,0.001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.001,TRUE,1.00E-07,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.001,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.001,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.001,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.001,TRUE,0.001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.01,TRUE,1.00E-07,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.01,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.01,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.01,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,0.01,TRUE,0.001,,0.89900921,4.80E-05
mutual_info_classif,50,Perceptron,l2,0.0001,TRUE,0.0001,,0.898997186,0.000122005
mutual_info_classif,50,Perceptron,l2,0.0001,TRUE,0.001,,0.898997186,0.000122005
f_classif,50,Perceptron,l2,0.0001,FALSE,0.001,,0.898991174,0.000105354
f_classif,50,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.898985162,0.000459291
f_classif,50,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.898985162,0.000459291
f_classif,50,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.898985162,0.000459291
f_classif,50,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.898985162,0.000459291
f_classif,50,Perceptron,l1,1.00E-05,TRUE,0.001,,0.898985162,0.000459291
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,1.00E-07,,0.898955102,0.000275885
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,1.00E-06,,0.898955102,0.000275885
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,1.00E-05,,0.898955102,0.000275885
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,0.0001,,0.898955102,0.000275885
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,0.001,,0.898955102,0.000275885
mutual_info_classif,85,Perceptron,l2,0.001,TRUE,0.01,,0.898955102,0.000275885
f_classif,98,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.898943078,0.000500636
f_classif,98,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.898943078,0.000500636
f_classif,98,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.898943078,0.000500636
f_classif,98,Perceptron,l1,0.0001,TRUE,0.0001,,0.898943078,0.000500636
f_classif,98,Perceptron,l1,0.0001,TRUE,0.001,,0.898943078,0.000500636
mutual_info_classif,140,Perceptron,l2,0.0001,TRUE,0.001,,0.898059303,0.000589009
f_classif,187,Perceptron,l1,0.0001,TRUE,0.01,,0.898059303,0.001300161
mutual_info_classif,187,Perceptron,l1,0.0001,TRUE,0.01,,0.898059303,0.001300161
mutual_info_classif,115,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.898047279,0.00057224
mutual_info_classif,115,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.898047279,0.00057224
mutual_info_classif,115,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.898047279,0.00057224
mutual_info_classif,115,Perceptron,l1,0.0001,TRUE,0.0001,,0.898047279,0.00057224
mutual_info_classif,115,Perceptron,l1,0.0001,TRUE,0.001,,0.898047279,0.00057224
f_classif,187,Perceptron,l1,0.0001,FALSE,0.001,,0.898035255,0.000179267
f_classif,187,Perceptron,l1,0.0001,FALSE,0.01,,0.898035255,0.000179267
mutual_info_classif,187,Perceptron,l1,0.0001,FALSE,0.001,,0.898035255,0.000179267
mutual_info_classif,187,Perceptron,l1,0.0001,FALSE,0.01,,0.898035255,0.000179267
mutual_info_classif,98,Perceptron,l2,1.00E-05,TRUE,0.001,,0.898017219,0.000695922
f_classif,140,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.898017219,5.05E-05
f_classif,140,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.898017219,5.05E-05
f_classif,140,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.898017219,5.05E-05
f_classif,140,Perceptron,l1,0.0001,TRUE,0.0001,,0.898017219,5.05E-05
f_classif,140,Perceptron,l1,0.0001,TRUE,0.001,,0.898017219,5.05E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.89799317,4.32E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.89799317,4.32E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.89799317,4.32E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.89799317,4.32E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,0.001,,0.89799317,4.32E-05
chi2,85,Perceptron,l2,1.00E-06,FALSE,0.01,,0.89799317,4.32E-05
mutual_info_classif,140,Perceptron,l2,0.001,FALSE,1.00E-07,,0.897975134,0.000800394
mutual_info_classif,140,Perceptron,l2,0.001,FALSE,1.00E-06,,0.897975134,0.000800394
mutual_info_classif,140,Perceptron,l2,0.001,FALSE,1.00E-05,,0.897975134,0.000800394
mutual_info_classif,140,Perceptron,l2,0.001,FALSE,0.0001,,0.897975134,0.000800394
mutual_info_classif,140,Perceptron,l2,0.001,FALSE,0.001,,0.897975134,0.000800394
f_classif,85,Perceptron,l2,1.00E-05,TRUE,1.00E-07,,0.897969122,0.000550953
f_classif,85,Perceptron,l2,1.00E-05,TRUE,1.00E-06,,0.897969122,0.000550953
f_classif,85,Perceptron,l2,1.00E-05,TRUE,1.00E-05,,0.897969122,0.000550953
f_classif,85,Perceptron,l2,1.00E-05,TRUE,0.0001,,0.897969122,0.000550953
f_classif,85,Perceptron,l2,1.00E-05,TRUE,0.001,,0.897969122,0.000550953
f_classif,85,Perceptron,l2,1.00E-05,TRUE,0.01,,0.897969122,0.000550953
mutual_info_classif,85,Perceptron,l1,1.00E-05,TRUE,0.01,,0.897951086,0.000322979
chi2,187,Perceptron,l2,1.00E-05,TRUE,1.00E-07,,0.897902989,0.001200291
chi2,187,Perceptron,l2,1.00E-05,TRUE,1.00E-06,,0.897902989,0.001200291
chi2,187,Perceptron,l2,1.00E-05,TRUE,1.00E-05,,0.897902989,0.001200291
chi2,187,Perceptron,l2,1.00E-05,TRUE,0.0001,,0.897902989,0.001200291
chi2,187,Perceptron,l2,1.00E-05,TRUE,0.001,,0.897902989,0.001200291
mutual_info_classif,98,Perceptron,l2,1.00E-07,FALSE,0.01,,0.897896977,0.001399921
f_classif,140,Perceptron,l2,1.00E-06,TRUE,0.01,,0.897890965,0.001581694
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-07,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-06,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,1.00E-05,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.0001,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.001,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,None,0.01,FALSE,0.01,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-07,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-06,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-05,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,0.0001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,0.001,,0.897055287,0.000477699
mutual_info_classif,50,Perceptron,l1,1.00E-07,FALSE,0.01,,0.897055287,0.000477699
f_classif,140,Perceptron,l1,1.00E-06,FALSE,1.00E-07,,0.897037251,0.000605224
f_classif,140,Perceptron,l1,1.00E-06,FALSE,1.00E-06,,0.897037251,0.000605224
f_classif,140,Perceptron,l1,1.00E-06,FALSE,1.00E-05,,0.897037251,0.000605224
f_classif,140,Perceptron,l1,1.00E-06,FALSE,0.0001,,0.897037251,0.000605224
f_classif,140,Perceptron,l1,1.00E-06,FALSE,0.001,,0.897037251,0.000605224
f_classif,98,Bayes,Multinomial,0.800002,TRUE,,,0.897019215,9.99E-05
mutual_info_classif,98,Tree,gini,best,None,,,0.897019215,5.21E-05
f_classif,98,Bayes,Multinomial,1,TRUE,,,0.897013203,5.91E-05
mutual_info_classif,115,Perceptron,l1,0.001,TRUE,0.01,balanced,0.897013203,0.00095555
chi2,115,Tree,gini,best,None,,,0.897013203,0.000812124
chi2,115,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.897013203,0.000202564
chi2,115,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.897013203,0.000202564
chi2,115,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.897013203,0.000202564
chi2,115,Perceptron,l1,0.0001,FALSE,0.0001,,0.897013203,0.000202564
chi2,115,Perceptron,l1,0.0001,FALSE,0.001,,0.897013203,0.000202564
chi2,98,Perceptron,l2,0.0001,FALSE,0.001,,0.89700719,0.00029929
chi2,50,Tree,gini,best,balanced,,,0.897001178,0.00018095
chi2,70,Tree,entropy,best,balanced,,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,0.001,,0.896995166,0.000218059
f_classif,115,Perceptron,l1,1.00E-05,FALSE,0.01,,0.896995166,0.000218059
chi2,115,Perceptron,l2,1.00E-05,FALSE,0.01,,0.896995166,9.85E-05
f_classif,50,Perceptron,l2,1.00E-07,FALSE,0.01,,0.896983142,0.000250662
f_classif,115,Perceptron,None,1.00E-07,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-07,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-07,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-07,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-07,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-06,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-06,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-06,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-06,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-06,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-05,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-05,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-05,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-05,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,1.00E-05,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.0001,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.0001,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.0001,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.0001,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.0001,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.001,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.001,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.001,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.001,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.001,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.01,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.01,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.01,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.01,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,None,0.01,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,l1,1.00E-07,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,l1,1.00E-07,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,l1,1.00E-07,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,l1,1.00E-07,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,l1,1.00E-07,FALSE,0.001,,0.89697713,0.000401533
f_classif,115,Perceptron,l2,1.00E-07,FALSE,1.00E-07,,0.89697713,0.000401533
f_classif,115,Perceptron,l2,1.00E-07,FALSE,1.00E-06,,0.89697713,0.000401533
f_classif,115,Perceptron,l2,1.00E-07,FALSE,1.00E-05,,0.89697713,0.000401533
f_classif,115,Perceptron,l2,1.00E-07,FALSE,0.0001,,0.89697713,0.000401533
f_classif,115,Perceptron,l2,1.00E-07,FALSE,0.001,,0.89697713,0.000401533
f_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-07,,0.896971118,0.000128175
f_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-06,,0.896971118,0.000128175
f_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-05,,0.896971118,0.000128175
f_classif,70,Perceptron,l2,1.00E-05,TRUE,0.0001,,0.896971118,0.000128175
f_classif,70,Perceptron,l2,1.00E-05,TRUE,0.001,,0.896971118,0.000128175
f_classif,70,Perceptron,l2,1.00E-05,TRUE,0.01,,0.896971118,0.000128175
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.896941058,0.000471626
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.896941058,0.000471626
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.896941058,0.000471626
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.896941058,0.000471626
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.001,,0.896941058,0.000471626
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.896941058,0.000471626
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.896941058,0.000471626
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.896941058,0.000471626
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.896941058,0.000471626
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.001,,0.896941058,0.000471626
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-07,balanced,0.896075319,0.000858525
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-06,balanced,0.896075319,0.000858525
f_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-05,balanced,0.896075319,0.000858525
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.0001,balanced,0.896075319,0.000858525
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.001,balanced,0.896075319,0.000858525
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.01,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-07,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-06,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,1.00E-05,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.0001,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.001,balanced,0.896075319,0.000858525
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.01,balanced,0.896075319,0.000858525
chi2,140,Perceptron,l2,1.00E-05,TRUE,0.001,,0.896051271,0.000352493
chi2,140,Perceptron,l2,1.00E-05,TRUE,0.01,,0.896051271,0.000352493
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-07,,0.896045259,0.001345185
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-06,,0.896045259,0.001345185
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-05,,0.896045259,0.001345185
f_classif,98,Perceptron,l2,0.0001,FALSE,0.0001,,0.896045259,0.001345185
f_classif,98,Perceptron,l2,0.0001,FALSE,0.001,,0.896045259,0.001345185
f_classif,115,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.896039247,0.000288156
f_classif,115,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.896039247,0.000288156
f_classif,115,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.896039247,0.000288156
f_classif,115,Perceptron,l1,0.0001,FALSE,0.0001,,0.896039247,0.000288156
f_classif,115,Perceptron,l1,0.0001,FALSE,0.001,,0.896039247,0.000288156
mutual_info_classif,50,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.896027223,0.000188251
mutual_info_classif,50,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.896027223,0.000188251
mutual_info_classif,50,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.896027223,0.000188251
mutual_info_classif,50,Perceptron,l1,0.0001,TRUE,0.0001,,0.896027223,0.000188251
mutual_info_classif,50,Perceptron,l1,0.0001,TRUE,0.001,,0.896027223,0.000188251
chi2,187,Perceptron,l2,0.001,TRUE,1.00E-07,,0.896021211,0.000237012
chi2,187,Perceptron,l2,0.001,TRUE,1.00E-06,,0.896021211,0.000237012
chi2,187,Perceptron,l2,0.001,TRUE,1.00E-05,,0.896021211,0.000237012
chi2,187,Perceptron,l2,0.001,TRUE,0.0001,,0.896021211,0.000237012
chi2,187,Perceptron,l2,0.001,TRUE,0.001,,0.896021211,0.000237012
chi2,187,Perceptron,l2,0.001,TRUE,0.01,,0.896021211,0.000237012
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,0.01,,0.896015199,0.000321702
f_classif,98,Tree,gini,best,None,,,0.896009186,0.00094431
f_classif,50,Perceptron,l1,1.00E-05,TRUE,0.01,,0.89599115,0.000302617
chi2,98,Tree,gini,best,balanced,,,0.89599115,0.000493852
f_classif,70,Perceptron,l1,0.0001,FALSE,0.01,,0.895979126,0.000150082
chi2,115,Perceptron,None,1.00E-07,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-07,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-07,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-07,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-07,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-06,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-06,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-06,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-06,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-06,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-05,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-05,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-05,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-05,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,1.00E-05,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.0001,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.0001,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.0001,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.0001,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.0001,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.001,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.001,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.001,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.001,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.001,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.01,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.01,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.01,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.01,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,None,0.01,FALSE,0.001,,0.895967102,0.000284687
chi2,115,Perceptron,l1,1.00E-07,FALSE,1.00E-07,,0.895967102,0.000284687
chi2,115,Perceptron,l1,1.00E-07,FALSE,1.00E-06,,0.895967102,0.000284687
chi2,115,Perceptron,l1,1.00E-07,FALSE,1.00E-05,,0.895967102,0.000284687
chi2,115,Perceptron,l1,1.00E-07,FALSE,0.0001,,0.895967102,0.000284687
chi2,115,Perceptron,l1,1.00E-07,FALSE,0.001,,0.895967102,0.000284687
f_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-07,balanced,0.89593103,0.000744018
f_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-06,balanced,0.89593103,0.000744018
f_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-05,balanced,0.89593103,0.000744018
f_classif,187,Perceptron,l2,1.00E-05,TRUE,0.0001,balanced,0.89593103,0.000744018
f_classif,187,Perceptron,l2,1.00E-05,TRUE,0.001,balanced,0.89593103,0.000744018
f_classif,187,Perceptron,l2,1.00E-05,TRUE,0.01,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-07,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-06,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,1.00E-05,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,0.0001,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,0.001,balanced,0.89593103,0.000744018
mutual_info_classif,187,Perceptron,l2,1.00E-05,TRUE,0.01,balanced,0.89593103,0.000744018
chi2,187,Perceptron,l2,1.00E-05,FALSE,1.00E-07,balanced,0.89593103,0.000744018
chi2,187,Perceptron,l2,1.00E-05,FALSE,1.00E-06,balanced,0.89593103,0.000744018
chi2,187,Perceptron,l2,1.00E-05,FALSE,1.00E-05,balanced,0.89593103,0.000744018
chi2,187,Perceptron,l2,1.00E-05,FALSE,0.0001,balanced,0.89593103,0.000744018
